N_VICTIMAS,TIPO_DE_CALLE,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO,fecha_hora
1,AVENIDA,"PIEDRA BUENA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.4753,-34.6876,MOTO,AUTO,2016-01-01 04:00:00
1,GRAL PAZ,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.5088,-34.6698,AUTO,PASAJEROS,2016-01-02 01:15:00
1,AVENIDA,ENTRE RIOS AV. 2034,1,-58.3904,-34.6319,MOTO,AUTO,2016-01-03 07:00:00
1,AVENIDA,"LARRAZABAL AV. y VILLEGAS, CONRADO, GRAL.",8,-58.465,-34.6809,MOTO,SD,2016-01-10 00:00:00
1,AVENIDA,"SAN JUAN AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.3872,-34.6225,MOTO,PASAJEROS,2016-01-21 05:20:00
1,AVENIDA,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.4445,-34.6848,MOTO,OBJETO FIJO,2016-01-24 18:30:00
1,CALLE,"NOGOYA y GONZALEZ, JOAQUIN V.",11,-58.501,-34.6083,MOTO,AUTO,2016-01-24 19:10:00
1,GRAL PAZ,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.5088,-34.6698,MOTO,AUTO,2016-01-29 15:20:00
1,AVENIDA,"BELGRANO AV. e IRIGOYEN, BERNARDO DE",1,-58.3805,-34.613,MOTO,CARGAS,2016-02-08 01:20:00
1,AVENIDA,ENTRE RIOS AV. 1366,1,-58.3911,-34.6248,PEATON,AUTO,2016-02-10 11:30:00
1,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y VERA",15,-58.4376,-34.5991,PEATON,AUTO,2016-02-14 05:14:00
1,AVENIDA,"REGIMIENTO DE PATRICIOS AV. y QUINQUELA MARTIN, BENITO",4,-58.3688,-34.6429,MOTO,AUTO,2016-02-14 22:00:00
1,AVENIDA,"ACOSTA, MARIANO y JANER, ANA MARIA",8,-58.4499,-34.6597,PEATON,MOTO,2016-02-15 16:54:00
1,CALLE,"DE LA TORRE, LISANDRO y GARCIA GRANDE DE ZEQUEIRA, SEVERO",9,-58.5099,-34.6547,PEATON,PASAJEROS,2016-02-17 09:30:00
1,CALLE,SUIPACHA 156,1,-58.3795,-34.6065,PEATON,AUTO,2016-02-17 16:00:00
1,AVENIDA,DIRECTORIO AV. y CURAPALIGUE,7,-58.4516,-34.6306,AUTO,AUTO,2016-02-17 23:35:00
1,AVENIDA,"9 DE JULIO AV. y ALSINA, ADOLFO",1,-58.3814,-34.6108,MOTO,AUTO,2016-02-21 06:00:00
1,GRAL PAZ,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.4624,-34.7052,AUTO,AUTO,2016-02-28 04:50:00
1,CALLE,HOLMBERG y VEDIA,12,-58.4922,-34.5474,AUTO,OBJETO FIJO,2016-02-28 07:30:00
1,AVENIDA,"CURAPALIGUE AV. y DIAZ, AVELINO",7,-58.445,-34.6385,AUTO,AUTO,2016-02-28 09:35:00
1,AVENIDA,VIAMONTE y 9 DE JULIO AV.,1,-58.382,-34.6003,PEATON,CARGAS,2016-03-02 10:00:00
1,AVENIDA,CABILDO AV. y DEHEZA,12,-58.4738,-34.5415,PEATON,PASAJEROS,2016-03-04 17:30:00
1,GRAL PAZ,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.4706,-34.6984,MOTO,PASAJEROS,2016-03-08 12:30:00
1,AVENIDA,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.4062,-34.6508,PEATON,PASAJEROS,2016-03-12 12:30:00
1,AVENIDA,CORRIENTES AV. y CALLAO AV.,3,-58.3923,-34.6044,MOTO,PASAJEROS,2016-03-13 06:00:00
1,CALLE,"HERRERA y VALLE, ARISTOBULO DEL",4,-58.3781,-34.6367,MOTO,PASAJEROS,2016-03-14 00:15:00
1,AVENIDA,LAFUENTE AV. y QUIRNO,7,-58.4628,-34.6436,MOTO,MOTO,2016-03-19 11:00:00
1,GRAL PAZ,"PAZ, GRAL. AV. y ZUVIRIA",8,-58.4968,-34.6789,PEATON,PASAJEROS,2016-03-21 08:06:00
1,AVENIDA,"MITRE, BARTOLOME y PUEYRREDON AV.",3,-58.406,-34.6088,MOTO,PASAJEROS,2016-03-23 01:50:00
2,AVENIDA,DIRECTORIO AV. y RIVERA INDARTE AV.,7,-58.4608,-34.6335,MOTO,CARGAS,2016-03-29 11:00:00
1,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL. y MURGUIONDO",8,-58.4783,-34.6749,PEATON,CARGAS,2016-03-30 18:15:00
1,AVENIDA,"MORENO, JOSE MARIA AV. y BALBASTRO",7,-58.4321,-34.6369,MOTO,MULTIPLE,2016-03-31 19:40:00
1,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.4674,-34.5348,MOTO,SD,2016-04-11 10:25:00
1,CALLE,LIMA 1483,1,-58.3825,-34.6257,PEATON,PASAJEROS,2016-04-15 05:30:00
1,AVENIDA,CORRIENTES AV. y DORREGO AV.,15,-58.4476,-34.5917,PEATON,PASAJEROS,2016-04-15 17:40:00
1,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.3771,-34.6366,SD,SD,2016-04-17 00:00:00
1,AVENIDA,"GORDILLO, TIMOTEO y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.4731,-34.6855,PEATON,PASAJEROS,2016-04-19 09:50:00
1,AVENIDA,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.4062,-34.6508,MOTO,CARGAS,2016-04-20 04:00:00
1,AUTOPISTA,,13,-58.3771,-34.6366,MOTO,SD,2016-04-20 20:00:00
1,AVENIDA,TRIUNVIRATO AV. y OLAZABAL AV.,12,-58.4843,-34.5756,PEATON,PASAJEROS,2016-04-22 09:30:00
1,AUTOPISTA,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y PAZ, GRAL. AV.",8,-58.487,-34.688,MOTO,MOTO,2016-04-23 21:00:00
1,AVENIDA,"CASTILLA, RAMON, MARISCAL y FIGUEROA ALCORTA, PRES. AV.",14,-58.4002,-34.5796,PEATON,CARGAS,2016-04-25 20:30:00
1,AVENIDA,"CAMPOS, LUIS M. AV. 30",14,-58.4296,-34.5766,MOTO,OBJETO FIJO,2016-04-26 04:45:00
1,CALLE,LIMA 1471,1,-58.3825,-34.6256,PEATON,MOTO,2016-05-04 14:00:00
1,CALLE,CIUDADELA y LIMA,1,-58.3822,-34.6273,PEATON,PASAJEROS,2016-05-08 16:30:00
1,AVENIDA,"JUSTO, JUAN B. AV. y CARRASCO AV.",10,-58.4949,-34.6295,PEATON,PASAJEROS,2016-05-14 18:11:00
1,AVENIDA,GAONA AV. y ESPINOSA,6,-58.4523,-34.6107,PEATON,AUTO,2016-05-20 14:40:00
1,AVENIDA,"DE LA TORRE, LISANDRO y SARAZA",8,-58.4846,-34.6751,MOTO,PASAJEROS,2016-05-21 17:00:00
1,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y PUEYRREDON AV.",2,-58.3906,-34.5842,MOTO,PASAJEROS,2016-05-22 22:00:00
1,AVENIDA,ENTRE RIOS AV. y FILIBERTO,3,-58.3912,-34.627,AUTO,CARGAS,2016-05-23 03:30:00
1,CALLE,"MAGARIÃ‘OS CERVANTES, A. 3900",10,-58.4902,-34.6203,MOTO,CARGAS,2016-06-11 15:00:00
1,GRAL PAZ,"PAZ, GRAL. AV. y SCAPINO, RODOLFO",8,-58.499,-34.6773,AUTO,AUTO,2016-06-12 06:40:00
1,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MIRALLA,8,-58.4746,-34.6687,PEATON,AUTO,2016-06-12 23:13:00
1,AVENIDA,SAN MARTIN AV. y CAMARONES,15,-58.4621,-34.6036,PEATON,PASAJEROS,2016-06-13 16:20:00
1,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL y ALEM, LEANDRO N. AV.",1,-58.3703,-34.6054,PEATON,PASAJEROS,2016-06-13 21:52:00
1,AVENIDA,BELGRANO AV. y JUJUY AV.,3,-58.4049,-34.6146,MOTO,MOTO,2016-06-13 23:01:00
1,AVENIDA,"DEL LIBERTADOR AV. y UDAONDO, GUILLERMO AV.",13,-58.455,-34.5486,AUTO,AUTO,2016-06-16 17:13:00
1,GRAL PAZ,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,-58.5293,-34.6393,AUTO,SD,2016-06-18 06:42:00
1,AVENIDA,"LARRALDE, CRISOLOGO AV. y MACHAIN",12,-58.4872,-34.559,MOTO,AUTO,2016-06-22 07:42:00
1,AVENIDA,LA PLATA AV. 2384,4,-58.4227,-34.6423,PEATON,AUTO,2016-06-27 18:24:00
1,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y PUAN",6,-58.4479,-34.6254,PEATON,MOTO,2016-06-28 20:46:00
1,CALLE,"PELLEGRINI, CARLOS y TUCUMAN",1,-58.3811,-34.6014,PEATON,PASAJEROS,2016-06-29 22:00:00
1,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",4,-58.4238,-34.6573,MOTO,OTRO,2016-06-29 22:00:00
1,AVENIDA,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.4873,-34.6365,PEATON,PASAJEROS,2016-06-30 16:10:00
1,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,-58.3786,-34.6291,MOTO,OBJETO FIJO,2016-07-02 00:10:00
1,CALLE,CERETTI y NUÃ‘EZ,12,-58.5015,-34.5677,PEATON,AUTO,2016-07-11 15:30:00
1,AUTOPISTA,"LUGONES, LEOPOLDO AV. y LA PAMPA",13,-58.4323,-34.5519,PEATON,AUTO,2016-07-14 06:40:00
1,AVENIDA,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.4197,-34.6111,PEATON,PASAJEROS,2016-07-14 22:00:00
1,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.4674,-34.5348,MOTO,CARGAS,2016-07-15 11:00:00
1,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",6,-58.4436,-34.623,AUTO,AUTO,2016-07-17 03:30:00
1,AVENIDA,MERCEDES y MOSCONI GENERAL AV.,11,-58.5171,-34.5955,MOTO,AUTO,2016-07-23 06:12:00
1,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.4743,-34.6668,MOTO,CARGAS,2016-07-25 07:00:00
1,CALLE,SOLIS y MEXICO,1,-58.3904,-34.6156,PEATON,AUTO,2016-07-26 18:45:00
1,AVENIDA,SAN JUAN AV. y ALBERTI,3,-58.4004,-34.6236,MOTO,CARGAS,2016-07-27 16:08:00
1,GRAL PAZ,"MOSCONI GENERAL AV. y PAZ, GRAL. AV.",11,-58.5234,-34.598,CARGAS,CARGAS,2016-07-29 16:00:00
1,GRAL PAZ,"PAZ, GRAL. AV. y DONADO",12,-58.4949,-34.548,MOTO,OBJETO FIJO,2016-08-03 23:27:00
1,GRAL PAZ,"PAZ, GRAL. AV. y CHAVEZ, JORGE",9,-58.5293,-34.6501,SD,SD,2016-08-07 19:42:00
1,AVENIDA,"PERON, EVA AV. y SUAREZ, JOSE LEON",9,-58.5001,-34.6732,MOTO,CARGAS,2016-08-10 23:37:00
1,AVENIDA,ZINNY y SANTIAGO DE COMPOSTELA AV.,9,-58.4664,-34.6562,MOTO,PASAJEROS,2016-08-14 21:15:00
1,AVENIDA,"LACROZE, FEDERICO AV. y FRAGA",15,-58.4534,-34.5844,PEATON,PASAJEROS,2016-08-17 00:05:00
1,AVENIDA,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",1,-58.3809,-34.5893,PEATON,PASAJEROS,2016-08-19 21:02:00
1,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.3716,-34.6543,MOTO,AUTO,2016-08-20 08:22:00
1,AUTOPISTA,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.5228,-34.6366,AUTO,OBJETO FIJO,2016-08-24 05:45:00
1,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.5123,-34.659,PEATON,SD,2016-08-24 20:21:00
1,AUTOPISTA,LUGONES y LA PAMPA,15,-58.4746,-34.5766,MOTO,CARGAS,2016-08-25 09:30:00
1,AUTOPISTA,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.3827,-34.6228,MOTO,OBJETO FIJO,2016-08-27 04:40:00
1,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.496,-34.6456,PEATON,PASAJEROS,2016-08-27 16:45:00
1,CALLE,"SALGUERO, JERONIMO 1410",14,-58.4185,-34.5939,BICICLETA,CARGAS,2016-08-31 11:20:00
1,CALLE,ARIAS y TRONADOR,12,-58.4894,-34.5492,SD,CARGAS,2016-09-02 11:50:00
1,AVENIDA,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.4445,-34.6848,MOTO,AUTO,2016-09-02 20:20:00
1,AVENIDA,DEL LIBERTADOR AV. y TAGLE,14,-58.3994,-34.5827,AUTO,AUTO,2016-09-03 15:30:00
1,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,1,-58.3794,-34.6269,AUTO,AUTO,2016-09-04 03:30:00
1,AVENIDA,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",12,-58.4966,-34.5635,SD,SD,2016-09-04 06:40:00
1,AVENIDA,"PERON, EVA AV. 4233",9,-58.4726,-34.6519,BICICLETA,PASAJEROS,2016-09-13 07:10:00
1,AVENIDA,"ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.4513,-34.6405,MOTO,AUTO,2016-09-14 09:00:00
1,AVENIDA,RIVADAVIA AV. y RIVERA INDARTE AV.,7,-58.4627,-34.6288,PEATON,PASAJEROS,2016-09-16 15:24:00
1,AUTOPISTA,"AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",10,-58.4902,-34.6424,MOTO,MOTO,2016-09-17 12:14:00
2,CALLE,IRIGOYEN y TINOGASTA,10,-58.5257,-34.6213,AUTO,CARGAS,2016-09-18 22:45:00
1,AVENIDA,"ACOSTA, MARIANO y ROCA, CNEL. AV.",8,-58.4409,-34.6668,PEATON,PASAJEROS,2016-09-24 10:25:00
1,AVENIDA,CASTRO y PAVON AV.,5,-58.4191,-34.6305,PEATON,PASAJEROS,2016-10-02 11:30:00
1,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.3791,-34.6276,MOTO,CARGAS,2016-10-04 12:30:00
1,CALLE,MIRAVE 3500,4,-58.3987,-34.6454,PEATON,AUTO,2016-10-09 19:13:00
1,AVENIDA,SAN JUAN AV. y 24 DE NOVIEMBRE,3,-58.4104,-34.6248,AUTO,PASAJEROS,2016-10-10 02:30:00
1,AVENIDA,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,14,-58.402,-34.5834,MOTO,AUTO,2016-10-14 00:05:00
1,AVENIDA,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,8,-58.4894,-34.6765,MOTO,OBJETO FIJO,2016-10-23 05:00:00
1,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",14,-58.4226,-34.564,PEATON,SD,2016-10-24 05:00:00
1,AUTOPISTA,,4,-58.5099,-34.6547,MOTO,CARGAS,2016-10-25 00:00:00
1,AVENIDA,SAN MARTIN AV. y LADINES,11,-58.5154,-34.5904,MOTO,MOTO,2016-10-25 00:39:00
1,AVENIDA,CABILDO AV. y BLANCO ENCALADA,13,-58.4591,-34.5592,BICICLETA,CARGAS,2016-10-27 20:30:00
1,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14,-58.4201,-34.5654,MOTO,MOTO,2016-10-28 23:00:00
1,AVENIDA,JURAMENTO AV. y VUELTA DE OBLIGADO,13,-58.4557,-34.5615,PASAJEROS,PASAJEROS,2016-10-31 02:58:00
1,AVENIDA,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.3753,-34.5928,MOTO,PASAJEROS,2016-11-05 23:30:00
1,AVENIDA,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.4445,-34.6848,MOTO,SD,2016-11-06 04:41:00
1,AVENIDA,"BROWN, ALTE. AV. 984",4,-58.3598,-34.6334,PEATON,PASAJEROS,2016-11-07 12:10:00
1,AVENIDA,DEL LIBERTADOR AV. y LA PAMPA,13,-58.4452,-34.5595,MOTO,AUTO,2016-11-07 20:56:00
1,AVENIDA,PICHINCHA AV. y BRASIL,4,-58.3963,-34.6304,PEATON,PASAJEROS,2016-11-09 20:00:00
1,AVENIDA,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.389,-34.618,MOVIL,PASAJEROS,2016-11-16 21:15:00
1,AVENIDA,GARMENDIA AV. 4895,15,-58.4654,-34.5948,MOTO,MOTO,2016-11-16 22:20:00
1,AVENIDA,"ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",4,-58.4088,-34.6527,CARGAS,CARGAS,2016-11-18 18:20:00
1,CALLE,,0,-58.4097,-34.5879,PEATON,SD,2016-11-18 20:35:00
1,AVENIDA,"MORENO, PERITO AV. y ZUVIRIA",7,-58.4645,-34.6499,MOTO,AUTO,2016-11-23 21:10:00
1,AVENIDA,ARAOZ y CORDOBA AV.,15,-58.4292,-34.5949,PEATON,MOTO,2016-11-25 15:42:00
1,GRAL PAZ,"PAZ, GRAL. AV. 15200",8,-58.4901,-34.6825,MOTO,MOTO,2016-11-26 14:14:00
1,CALLE,MADERO 900,10,-58.5276,-34.6277,PEATON,AUTO,2016-11-26 16:50:00
1,AVENIDA,INDEPENDENCIA AV. y DEAN FUNES,3,-58.4064,-34.6194,MOTO,PASAJEROS,2016-11-26 19:40:00
1,AVENIDA,"JUSTO, JUAN B. AV. 5645",11,-58.4758,-34.6174,MOTO,MOTO,2016-12-03 06:40:00
1,AVENIDA,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.4445,-34.6848,AUTO,SD,2016-12-04 07:21:00
1,AUTOPISTA,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),9,-58.5193,-34.6364,CARGAS,OBJETO FIJO,2016-12-06 05:30:00
1,AVENIDA,SANTA FE AV. y GODOY CRUZ,14,-58.4253,-34.5787,PEATON,PASAJEROS,2016-12-06 07:22:00
1,AVENIDA,"LACROZE, FEDERICO AV. y FOREST AV.",15,-58.454,-34.5852,PEATON,AUTO,2016-12-07 05:00:00
1,GRAL PAZ,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.5234,-34.598,MOTO,AUTO,2016-12-10 07:30:00
1,AVENIDA,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.4232,-34.6412,AUTO,AUTO,2016-12-11 06:16:00
1,AVENIDA,"GARCIA, MARTIN AV. 300",4,-58.3693,-34.6284,BICICLETA,PASAJEROS,2016-12-12 08:25:00
1,AVENIDA,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.4232,-34.6412,MOTO,AUTO,2016-12-13 10:40:00
1,AVENIDA,"NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",12,-58.4794,-34.5568,MOTO,PASAJEROS,2016-12-15 15:30:00
1,GRAL PAZ,"PAZ, GRAL. AV. 4500",12,-58.506,-34.5638,MOTO,AUTO,2016-12-19 17:10:00
1,AUTOPISTA,"HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1,-58.3661,-34.6215,MOTO,MOTO,2016-12-25 19:00:00
1,AVENIDA,"GARAY, JUAN DE AV. y CASTRO",5,-58.4192,-34.6317,MOTO,CARGAS,2016-12-26 08:00:00
1,AVENIDA,DIRECTORIO AV. y SAN PEDRITO AV.,7,-58.4675,-34.6355,MOTO,CARGAS,2016-12-26 19:52:00
1,AUTOPISTA,AUTOPISTA 25 DE MAYO,0,-58.3827,-34.6228,SD,SD,2016-12-27 00:00:00
1,CALLE,"FALCON, RAMON L.,CNEL. y MEMBRILLAR",7,-58.4606,-34.6296,PEATON,BICICLETA,2016-12-27 08:15:00
1,AVENIDA,BELGRANO AV. y PASEO COLON AV.,1,-58.3696,-34.6123,MOTO,PASAJEROS,2016-12-28 01:41:00
1,CALLE,ARENALES 3319,14,-58.4097,-34.5879,PEATON,AUTO,2016-12-29 04:00:00
1,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,3,-58.4029,-34.6154,PEATON,MULTIPLE,2016-12-30 16:18:00
1,AVENIDA,"JUSTO, JUAN B. AV. y ACHUPALLAS",11,-58.4659,-34.6103,MOTO,CARGAS,2017-01-02 01:00:00
1,AVENIDA,OLAVARRIA y VELEZ SARSFIELD AV.,4,-58.3896,-34.6441,CARGAS,CARGAS,2017-01-05 03:10:00
1,CALLE,LIMA y MEXICO,1,-58.3816,-34.6153,PEATON,MULTIPLE,2017-01-11 17:00:00
1,CALLE,"CABRERA, JOSE A. y BONPLAND",14,-58.4392,-34.5849,MOTO,PASAJEROS,2017-01-16 00:40:00
1,AUTOPISTA,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.416,-34.6274,MOTO,CARGAS,2017-01-16 13:56:00
1,AVENIDA,DIRECTORIO AV. y RIGLOS,6,-58.4356,-34.6283,MOTO,AUTO,2017-01-16 16:30:00
1,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007,-34.5498,MOTO,OBJETO FIJO,2017-01-22 02:30:00
1,CALLE,"TRAFUL y TABORDA, DIOGENES",4,-58.4097,-34.6506,MOTO,CARGAS,2017-01-24 14:00:00
1,AVENIDA,"IRIARTE, GRAL. AV. 3055",4,-58.3897,-34.651,PEATON,CARGAS,2017-01-27 07:00:00
1,AVENIDA,DONADO y ARIAS,12,-58.4919,-34.5505,MOTO,MULTIPLE,2017-01-28 08:27:34
1,AVENIDA,CORDOBA AV. y CALLAO AV.,2,-58.3929,-34.5996,PEATON,AUTO,2017-02-02 15:18:03
1,AUTOPISTA,AUTOPISTA 25 DE MAYO KM. 8.3,1,-58.381,-34.6229,MOTO,CARGAS,2017-02-03 05:12:21
1,AVENIDA,"JUSTO, JUAN B. AV. y PARAGUAY",14,-58.429,-34.581,MOTO,AUTO,2017-02-06 08:00:00
1,GRAL PAZ,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.5088,-34.6698,MOTO,AUTO,2017-02-09 07:00:00
1,CALLE,SARMIENTO y LIBERTAD,1,-58.3836,-34.6051,MOTO,PASAJEROS,2017-02-18 05:30:00
1,AVENIDA,RIVADAVIA AV. 7121,7,-58.4659,-34.6296,PEATON,PASAJEROS,2017-02-23 20:50:00
1,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",7,-58.4361,-34.6542,MOTO,SD,2017-02-24 17:05:00
2,AVENIDA,"MORENO, PERITO AV. y FOURNIER",4,-58.4184,-34.6498,AUTO,OBJETO FIJO,2017-02-26 05:15:00
1,AVENIDA,CASEROS AV. 1429,1,-58.3833,-34.6319,PEATON,AUTO,2017-02-26 21:57:00
1,AVENIDA,GAONA AV. y FRAGATA PRES. SARMIENTO,6,-58.4548,-34.612,PEATON,AUTO,2017-02-28 09:20:00
1,CALLE,MOZART y TANDIL,9,-58.485,-34.6474,SD,AUTO,2017-03-07 02:15:00
1,AVENIDA,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.4701,-34.6587,AUTO,PASAJEROS,2017-03-07 08:00:00
1,CALLE,24 DE NOVIEMBRE y PAVON,3,-58.41,-34.6287,AUTO,OBJETO FIJO,2017-03-11 01:30:00
1,GRAL PAZ,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.4889,-34.6836,AUTO,AUTO,2017-03-12 05:00:00
1,GRAL PAZ,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.5247,-34.6033,AUTO,AUTO,2017-03-12 07:30:00
1,CALLE,GODOY CRUZ 2651,14,-58.4255,-34.5793,PEATON,AUTO,2017-03-13 07:50:00
3,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.3588,-34.6111,AUTO,OBJETO FIJO,2017-03-23 05:00:00
2,GRAL PAZ,"PAZ, GRAL. AV. y CAMPANA",12,-58.5145,-34.5816,MOTO,PASAJEROS,2017-03-29 18:00:00
1,AVENIDA,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.389,-34.618,MOTO,CARGAS,2017-03-31 03:00:00
1,AVENIDA,CASTAÃ‘ARES AV. y LAUTARO,7,-58.4452,-34.6436,MOTO,AUTO,2017-04-01 19:00:00
1,AVENIDA,"GUIRALDES, INT. 2699",13,-58.4383,-34.5456,AUTO,MULTIPLE,2017-04-03 09:40:00
1,CALLE,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.4549,-34.6353,MOTO,AUTO,2017-04-03 23:15:00
1,GRAL PAZ,"LUGONES, LEOPOLDO AV.",14,-58.3904,-34.6319,MOTO,CARGAS,2017-04-10 09:00:00
1,CALLE,NOGOYA 5940,10,-58.5245,-34.6245,MOTO,OBJETO FIJO,2017-04-14 06:15:00
1,AVENIDA,ARGENTINA AV. y CORVALAN,8,-58.4671,-34.672,MOTO,AUTO,2017-04-23 06:30:00
1,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.4385,-34.6555,PEATON,PASAJEROS,2017-04-27 18:16:00
2,AUTOPISTA,,9,-58.4376,-34.5991,MOTO,CARGAS,2017-04-28 11:08:08
1,AUTOPISTA,,7,-58.4783,-34.6749,AUTO,AUTO,2017-05-01 03:47:47
1,GRAL PAZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.4941,-34.681,PEATON,CARGAS,2017-05-05 03:40:00
1,CALLE,VIEYTES y VILLARINO,4,-58.3755,-34.6533,MOTO,CARGAS,2017-05-05 20:16:22
1,AVENIDA,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.4868,-34.5869,MOTO,AUTO,2017-05-07 21:00:00
1,AVENIDA,DE LOS CONSTITUYENTES AV. 4900,12,-58.4956,-34.5796,AUTO,AUTO,2017-05-09 08:30:00
1,AVENIDA,CORDOBA AV. y LIBERTAD,1,-58.384,-34.5992,PEATON,MOTO,2017-05-09 23:10:00
1,CALLE,BRASIL y LIMA,1,-58.3822,-34.6269,PEATON,PASAJEROS,2017-05-11 09:24:00
1,AVENIDA,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.4597,-34.6732,MOTO,OBJETO FIJO,2017-05-13 07:20:00
1,AVENIDA,PARAGUAY y CALLAO AV.,2,-58.393,-34.5987,PEATON,MOTO,2017-05-15 13:29:30
1,AVENIDA,"JUSTO, JUAN B. AV. y SAN BLAS",10,-58.5126,-34.634,MOTO,CARGAS,2017-05-15 16:00:00
1,AVENIDA,CHILE y 9 DE JULIO AV.,1,-58.3812,-34.6165,PEATON,PASAJEROS,2017-05-17 10:13:00
1,CALLE,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,-58.3765,-34.6058,CARGAS,AUTO,2017-05-20 05:00:00
